Prefix	DIV	BioProject	BioSample	Organism	# of Contigs	Total length of Contigs, b	Has annotated Contigs	# of Scaffolds	Scaffolds range	Has annotated Scaffolds	# of Proteins	Genome range	Update date	Create date	Status
JTPJ01	BCT	PRJNA264310	SAMN03105682	PSEUDOMONAS AERUGINOSA	115	6781336	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTPY01	BCT	PRJNA264310	SAMN03105667	PSEUDOMONAS AERUGINOSA	108	6920457	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTQL01	BCT	PRJNA264310	SAMN03105654	PSEUDOMONAS AERUGINOSA	455	7110106	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTMN01	BCT	PRJNA264310	SAMN03105756	PSEUDOMONAS AERUGINOSA	117	6657813	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTMQ01	BCT	PRJNA264310	SAMN03105753	PSEUDOMONAS AERUGINOSA	90	6287511	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTMT01	BCT	PRJNA264310	SAMN03105750	PSEUDOMONAS AERUGINOSA	87	6522359	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTNA01	BCT	PRJNA264310	SAMN03105743	PSEUDOMONAS AERUGINOSA	85	6345609	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTNF01	BCT	PRJNA264310	SAMN03105738	PSEUDOMONAS AERUGINOSA	191	6739630	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTNQ01	BCT	PRJNA264310	SAMN03105727	PSEUDOMONAS AERUGINOSA	94	6608631	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTNV01	BCT	PRJNA264310	SAMN03105722	PSEUDOMONAS AERUGINOSA	77	6726954	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTNW01	BCT	PRJNA264310	SAMN03105721	PSEUDOMONAS AERUGINOSA	101	6776478	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTOA01	BCT	PRJNA264310	SAMN03105717	PSEUDOMONAS AERUGINOSA	129	7163187	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTJB01	BCT	PRJNA268471	SAMN03220282	THERMUS SP. 2.9	62	2404183	yes	0		no	2298		2015-01-28 00:00:00	2014-12-04 00:00:00	1
JTKW01	BCT	PRJNA267759	SAMN03200205	ENTEROCOCCUS FAECALIS	34	2969229	yes	0		no	2853		2015-01-22 00:00:00	2014-12-02 00:00:00	1
JTLL01	BCT	PRJNA205584	SAMN03021535	EXIGUOBACTERIUM SP. ZWU0009	45	3331448	no	0		no	0		2014-12-08 00:00:00	2014-12-08 00:00:00	1
JTET01	BCT	PRJNA236111	SAMN03178186	HAFNIA ALVEI	61	4473943	yes	0		no	3878		2015-01-05 00:00:00	2015-01-05 00:00:00	1
JTGD01	BCT	PRJNA267754	SAMN03200164	MESORHIZOBIUM SP. F7	146	8787120	no	0		no	0		2014-12-08 00:00:00	2014-12-08 00:00:00	1
JTGE01	BCT	PRJNA268264	SAMN03217650	CHROMOBACTERIUM PISCINAE	223	4089562	yes	0		no	3506		2014-12-31 00:00:00	2014-12-31 00:00:00	1
JTGQ01	BCT	PRJNA267224	SAMN03195665	VIBRIO PARAHAEMOLYTICUS	166	5037441	yes	0		no	4496		2015-02-26 00:00:00	2014-11-25 00:00:00	1
JTDH01	BCT	PRJNA261097	SAMN03070117	STREPTOMYCES PLURIPOTENS	209	7480269	yes	0		no	5844		2014-12-16 00:00:00	2014-12-16 00:00:00	1
JTDW01	BCT	PRJNA267625	SAMN03198753	TAMLANA SEDIMENTORUM	52	3961353	yes	0		no	3141		2015-03-04 00:00:00	2015-03-04 00:00:00	1
JTDZ01	BCT	PRJNA266989	SAMN03176941	PSEUDOALTEROMONAS FLAVIPULCHRA NCIMB 2033 = ATCC BAA-314	40	4501528	yes	0		no	3847		2014-12-17 00:00:00	2014-12-17 00:00:00	1
JTBM01	BCT	PRJNA231221	SAMN02934521	SALMONELLA ENTERICA	3	4786542	yes	0		no	4472		2014-11-20 00:00:00	2014-11-14 00:00:00	1
JTBO01	BCT	PRJNA231221	SAMN02934519	ENTEROBACTER CLOACAE	1	4641947	yes	0		no	4055		2014-11-20 00:00:00	2014-11-14 00:00:00	1
JTBP01	BCT	PRJNA231221	SAMN02934516	PROTEUS MIRABILIS	1	3955403	yes	0		no	3369		2014-11-20 00:00:00	2014-11-14 00:00:00	1
JTBR01	BCT	PRJNA231221	SAMN02934514	SERRATIA MARCESCENS	1	5248255	yes	0		no	4549		2014-11-20 00:00:00	2014-11-14 00:00:00	1
JTCE02	BCT	PRJNA259658	SAMN03012829	ENTEROBACTER CLOACAE	132	4917209	yes	0		no	4613		2014-12-23 00:00:00	2014-12-23 00:00:00	1
JTCK01	BCT	PRJNA266689	SAMN03173244	STREPTOMYCES SP. CNQ431	295	7037644	no	0		no	0		2015-03-11 00:00:00	2014-12-04 00:00:00	1
JTCO01	BCT	PRJNA266798	SAMN03174511	ESCHERICHIA COLI	266	5043882	no	0		no	0		2015-02-26 00:00:00	2014-12-19 00:00:00	1
JTCP01	BCT	PRJNA265930	SAMN03154077	LISTERIA MONOCYTOGENES	70	2927891	yes	0		no	2889		2014-12-29 00:00:00	2014-12-29 00:00:00	1
JRWE01	BCT	PRJNA262165	SAMN03081545	FLAVOBACTERIUM PSYCHROPHILUM	129	2518591	no	0		no	0		2014-12-16 00:00:00	2014-12-16 00:00:00	1
JRWJ01	BCT	PRJNA244583	SAMN02727381	BACILLUS THURINGIENSIS	29	5707520	no	0		no	0		2014-11-10 00:00:00	2014-11-10 00:00:00	1
JRWN01	BCT	PRJNA263689	SAMN03105207	BIFIDOBACTERIUM LONGUM SUBSP. LONGUM	34	2501933	yes	0		no	2030		2014-11-21 00:00:00	2014-11-21 00:00:00	1
JRWO01	BCT	PRJNA263680	SAMN03105183	ACINETOBACTER BAUMANNII	19	3981400	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JRXT01	BCT	PRJNA262837	SAMN03086631	PSEUDOMONAS FLUORESCENS	49	6207684	no	0		no	0		2015-02-26 00:00:00	2014-12-16 00:00:00	1
JRYA01	BCT	PRJNA262952	SAMN03092897	PSEUDOMONAS FLUORESCENS	97	6107089	no	0		no	0		2015-02-26 00:00:00	2014-12-16 00:00:00	1
JSXI01	BCT	PRJNA266275	SAMN03160620	SPHINGOMONAS SP. ERG5	86	5739859	no	0		no	0		2015-02-24 00:00:00	2014-12-17 00:00:00	1
JSYH01	BCT	PRJNA265154	SAMN03145752	DICKEYA CHRYSANTHEMI	144	4767879	no	0		no	0		2014-11-17 00:00:00	2014-11-17 00:00:00	1
JSYO01	BCT	PRJNA265078	SAMN03145169	FLAVOBACTERIUM SP. JRM	169	5380719	yes	0		no	4359		2014-12-31 00:00:00	2014-12-31 00:00:00	1
JSYU01	BCT	PRJNA252096	SAMN02849418	ESCHERICHIA COLI	141	4921521	yes	0		no	4741		2015-01-12 00:00:00	2015-01-12 00:00:00	1
JSUT01	BCT	PRJNA264308	SAMN03120826	PANTOEA SP. MBLJ3	37	4821318	no	0		no	0		2015-01-08 00:00:00	2015-01-08 00:00:00	1
JSUU01	VRT	PRJNA254053	SAMN03072616	CYPRINODON NEVADENSIS PECTORALIS	96516	1011849000	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSVV01	BCT	PRJNA266373	SAMN03162181	ACTINOBACILLUS PLEUROPNEUMONIAE	54	2274000	yes	0		no	2136		2015-01-14 00:00:00	2015-01-12 00:00:00	1
JSVY01	BCT	PRJNA266369	SAMN03162177	ACTINOBACILLUS PLEUROPNEUMONIAE	53	2264279	yes	0		no	2155		2015-01-14 00:00:00	2015-01-12 00:00:00	1
JSWA01	BCT	PRJNA265923	SAMN03162034	AEROMONAS HYDROPHILA	183	4914534	yes	0		no	4338		2015-02-24 00:00:00	2014-11-23 00:00:00	1
JSWE01	BCT	PRJNA263329	SAMN03099662	ENDOSYMBIONT OF ACANTHAMOEBA SP. UWC36	249	2370652	yes	0		no	2267		2015-01-06 00:00:00	2015-01-06 00:00:00	1
JSWG01	BCT	PRJNA255842	SAMN02929382	PSYCHROSERPENS SP. PAMC 27130	62	3633537	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JSWJ01	BCT	PRJNA266107	SAMN03159525	PHAEOBACTER SP. S60	55	4569459	yes	0		no	4225		2015-01-21 00:00:00	2015-01-21 00:00:00	1
JSSY01	BCT	PRJNA263670	SAMN03104854	VIBRIO CHOLERAE	109	4027597	no	0		no	0		2015-01-29 00:00:00	2014-12-03 00:00:00	1
JSTJ01	BCT	PRJNA263670	SAMN03104884	VIBRIO CHOLERAE	140	3893268	no	0		no	0		2015-01-29 00:00:00	2014-12-03 00:00:00	1
JSTT01	BCT	PRJNA263670	SAMN03104874	VIBRIO CHOLERAE	114	4024111	no	0		no	0		2015-01-30 00:00:00	2014-12-03 00:00:00	1
JSTY01	BCT	PRJNA263670	SAMN03104875	VIBRIO CHOLERAE	142	3965905	no	0		no	0		2015-01-30 00:00:00	2014-12-03 00:00:00	1
JSRO01	BCT	PRJNA248737	SAMN02801843	ESCHERICHIA COLI	113	5484669	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSSK01	BCT	PRJNA248737	SAMN02801821	ESCHERICHIA COLI	107	5227963	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSSN01	BCT	PRJNA248737	SAMN02801818	ESCHERICHIA COLI	80	5198537	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSSV01	BCT	PRJNA263670	SAMN03104851	VIBRIO CHOLERAE	87	4026834	no	0		no	0		2015-01-29 00:00:00	2014-12-03 00:00:00	1
JSQE01	BCT	PRJNA248737	SAMN02801879	ESCHERICHIA COLI	90	4886174	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSQS01	BCT	PRJNA248737	SAMN02801865	ESCHERICHIA COLI	82	4945460	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSQT01	BCT	PRJNA248737	SAMN02801864	ESCHERICHIA COLI	98	4914148	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSRD01	BCT	PRJNA248737	SAMN02801854	ESCHERICHIA COLI	68	5298442	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSOX01	BCT	PRJNA248737	SAMN02801913	ESCHERICHIA COLI	44	4918134	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSPD01	BCT	PRJNA248737	SAMN02801906	ESCHERICHIA COLI	125	5360941	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSPG01	BCT	PRJNA248737	SAMN02801903	ESCHERICHIA COLI	100	5044767	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSAR01	BCT	PRJNA264442	SAMN03122547	NEISSERIA MENINGITIDIS	250	2101022	yes	0		no	1226		2015-01-15 00:00:00	2015-01-15 00:00:00	1
JSBS01	BCT	PRJNA264774	SAMN03142401	XANTHOMONAS AXONOPODIS PV. PHASEOLI	225	4974779	yes	0		no	3950		2014-10-30 00:00:00	2014-10-30 00:00:00	1
JSCO01	BCT	PRJNA261018	SAMN03068249	ACINETOBACTER BAUMANNII	79	4064212	no	16	KN708110:KN708125	no	0		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JSCR01	BCT	PRJNA261018	SAMN03068257	ACINETOBACTER BAUMANNII	78	4019788	no	22	KN708186:KN708207	no	0		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JSCX01	BCT	PRJNA261018	SAMN03068271	ACINETOBACTER BAUMANNII	80	4045377	no	16	KN708311:KN708326	no	0		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JSDE01	BCT	PRJNA261018	SAMN03068244	ACINETOBACTER BAUMANNII	79	3933660	no	21	KN708429:KN708449	no	0		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JSMJ01	BCT	PRJNA248737	SAMN02801989	ESCHERICHIA COLI	86	5260474	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSNN01	BCT	PRJNA248737	SAMN02801951	ESCHERICHIA COLI	88	5205225	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSNQ01	BCT	PRJNA248737	SAMN02801948	ESCHERICHIA COLI	101	5314995	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSJQ01	BCT	PRJNA248737	SAMN02802076	ESCHERICHIA COLI	101	5208078	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSKB01	BCT	PRJNA248737	SAMN02802062	ESCHERICHIA COLI	72	4737594	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSKN01	BCT	PRJNA248737	SAMN02802049	ESCHERICHIA COLI	91	5153084	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSKV01	BCT	PRJNA248737	SAMN02802040	ESCHERICHIA COLI	2438	1948725	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSKZ01	BCT	PRJNA248737	SAMN02802035	ESCHERICHIA COLI	63	4953466	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSLL01	BCT	PRJNA248737	SAMN02802021	ESCHERICHIA COLI	217	5401894	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSLT01	BCT	PRJNA248737	SAMN02802012	ESCHERICHIA COLI	141	5315257	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSMD01	BCT	PRJNA248737	SAMN02801996	ESCHERICHIA COLI	85	5011049	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSME01	BCT	PRJNA248737	SAMN02801995	ESCHERICHIA COLI	70	55078	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSHL01	BCT	PRJNA248737	SAMN02802143	ESCHERICHIA COLI	84	5077470	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSHR01	BCT	PRJNA248737	SAMN02802134	ESCHERICHIA COLI	566	5138206	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSHW01	BCT	PRJNA248737	SAMN02802128	ESCHERICHIA COLI	51	4922514	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSIK01	BCT	PRJNA248737	SAMN02802114	ESCHERICHIA COLI	155	5336914	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSIN01	BCT	PRJNA248737	SAMN02802110	ESCHERICHIA COLI	66	4693285	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSJL01	BCT	PRJNA248737	SAMN02802082	ESCHERICHIA COLI	129	5333267	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSJO01	BCT	PRJNA248737	SAMN02802079	ESCHERICHIA COLI	125	5106743	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSEF01	BCT	PRJNA264738	SAMN03140311	CORYNEBACTERIUM MINUTISSIMUM	38	2663401	yes	0		no	2276		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JSER01	BCT	PRJNA264954	SAMN03144673	KLEBSIELLA PNEUMONIAE	106	6023590	no	0		no	0		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JSFI01	BCT	PRJNA175707	SAMN03143098	THERMOTOGA SP. TBGT1766	19	1736569	yes	0		no	1722		2014-11-17 00:00:00	2014-11-17 00:00:00	1
JSFV01	BCT	PRJNA248737	SAMN02802189	ESCHERICHIA COLI	203	5117668	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSGI01	BCT	PRJNA248737	SAMN02802176	ESCHERICHIA COLI	108	4638317	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSGK01	BCT	PRJNA248737	SAMN02802174	ESCHERICHIA COLI	70	4936829	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSGN01	BCT	PRJNA248737	SAMN02802171	ESCHERICHIA COLI	155	5376287	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSGY01	BCT	PRJNA248737	SAMN02802159	ESCHERICHIA COLI	168	5234671	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSHF01	BCT	PRJNA248737	SAMN02802150	ESCHERICHIA COLI	43	5023958	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JRZA01	BCT	PRJNA215355	SAMN02769798	LISTERIA MONOCYTOGENES	17	3022585	no	0		no	0		2015-01-29 00:00:00	2014-11-17 00:00:00	1
JSAE01	INV	PRJNA237120	SAMN02614627	DROSOPHILA MELANOGASTER	789	164080454	no	0		no	0		2014-11-13 00:00:00	2014-11-13 00:00:00	1
JSAF02	PRI	PRJNA253496	SAMN02743421	HOMO SAPIENS	40916	3259518399	no	1	CM003113:CM003113	no	0		2015-01-21 00:00:00	2015-01-08 00:00:00	1
JQMG01	BCT	PRJNA248517	SAMN02800689	METHYLOTENERA SP. L2L1	1	2641989	no	0		no	0		2015-02-26 00:00:00	2014-08-28 00:00:00	1
JQMO01	BCT	PRJNA234862	SAMN02745392	KITASATOSPORA AZATICA KCTC 9699	3	8272299	no	0		no	0		2014-08-28 00:00:00	2014-08-28 00:00:00	1
JRRH01	BCT	PRJNA263254	SAMN03098031	JANTHINOBACTERIUM LIVIDUM	114	6535606	yes	0		no	5362		2014-11-14 00:00:00	2014-11-14 00:00:00	1
JRTS01	BCT	PRJNA263142	SAMN03097255	LACTOBACILLUS HELVETICUS	296	1859004	yes	0		no	1651		2014-10-10 00:00:00	2014-10-10 00:00:00	1
JRUD01	BCT	PRJNA260875	SAMN03066960	SERPENS FLEXIBILIS	49	3762694	yes	0		no	3539		2014-12-16 00:00:00	2014-12-16 00:00:00	1
JRVE01	PLN	PRJNA257130	SAMN02950949	FUSARIUM CIRCINATUM	909	42540497	no	0		no	0		2015-02-17 00:00:00	2015-02-17 00:00:00	1
JRPL01	BCT	PRJNA261711	SAMN03075571	HELICOBACTER TROGONTUM	129	2767028	yes	0		no	2229		2015-02-03 00:00:00	2014-10-10 00:00:00	1
JRQL01	BCT	PRJNA263047	SAMN03093452	VIBRIO CHOLERAE	96	4012518	yes	0		no	3064		2014-11-23 00:00:00	2014-11-23 00:00:00	1
JRNO01	BCT	PRJNA219676	SAMN02850976	PREVOTELLA DENTICOLA DNF00960	126	3050207	yes	0		no	2355		2014-09-26 00:00:00	2014-09-26 00:00:00	1
JROE01	BCT	PRJNA262031	SAMN03079345	SPHINGOBACTERIACEAE BACTERIUM DW12	78	5316652	no	0		no	0		2014-11-14 00:00:00	2014-11-14 00:00:00	1
JROK01	BCT	PRJNA203385	SAMN03083847	OENOCOCCUS OENI X2L	114	1813223	yes	0		no	1458		2015-01-29 00:00:00	2014-10-28 00:00:00	1
JROQ01	BCT	PRJNA261775	SAMN03075669	ESCHERICHIA COLI	98	5142262	yes	0		no	4983		2014-11-21 00:00:00	2014-11-21 00:00:00	1
JROV01	BCT	PRJNA205579	SAMN03021514	VARIOVORAX PARADOXUS ZNC0006	4049	8473132	no	0		no	0		2014-12-23 00:00:00	2014-12-23 00:00:00	1
JRLZ01	BCT	PRJNA221771	SAMN03078693	FLAVOBACTERIUM ENSHIENSE DK69	74	3375260	yes	0		no	2848		2014-10-28 00:00:00	2014-10-28 00:00:00	1
JRMC01	BCT	PRJNA261851	SAMN03078485	PSEUDOMONAS SIMIAE	21	6395623	no	1	KN360946:KN360946	no	0		2015-02-26 00:00:00	2014-11-17 00:00:00	1
JRNC01	BCT	PRJNA187471	SAMN02850936	PREVOTELLA SP. S7-1-8	152	2838933	yes	0		no	2240		2014-09-26 00:00:00	2014-09-26 00:00:00	1
JRKI01	BCT	PRJNA176961	SAMN03074232	STREPTOMYCES NATALENSIS ATCC 27448	63	8651730	yes	0		no	6560		2015-02-27 00:00:00	2015-02-27 00:00:00	1
JRKL01	PLN	PRJNA46687	SAMN02640765	CASTANEA MOLLISSIMA	239153	819736950	no	20530	KN214215:KN234744	no	0		2014-10-06 00:00:00	2014-10-03 00:00:00	1
JRKP01	BCT	PRJNA254739	SAMN02927207	PARACOCCUS SP. 39524	273	3564877	yes	0		no	2874		2014-10-06 00:00:00	2014-10-06 00:00:00	1
JRLL01	BCT	PRJNA31301	SAMN00000654	STREPTOCOCCUS PYOGENES SS1447	88	1915158	yes	0		no	1932		2014-09-25 00:00:00	2014-09-25 00:00:00	1
JRLQ01	BCT	PRJNA162827	SAMN00991055	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000956	193	4785362	yes	0		no	4355		2014-09-25 00:00:00	2014-09-25 00:00:00	1
JRLX01	BCT	PRJNA221769	SAMN03078691	FLAVOBACTERIUM RIVULI WB 3.3-2 = DSM 21788	63	4479972	yes	0		no	3691		2014-10-28 00:00:00	2014-10-28 00:00:00	1
JRHG01	BCT	PRJNA258438	SAMN03003593	CEDECEA NETERI	88	4795522	yes	0		no	4302		2014-11-24 00:00:00	2014-11-24 00:00:00	1
JRHH01	BCT	PRJNA260729	SAMN03025770	FLAVOBACTERIUM AQUATILE LMG 4008	7	3490856	yes	0		no	2996		2014-09-23 00:00:00	2014-09-23 00:00:00	1
JRHV01	BCT	PRJNA261018	SAMN03068183	ACINETOBACTER BAUMANNII	97	4109350	no	16	KN708622:KN708637	no	0		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JRIV01	PLN	PRJNA260311	SAMN03020234	SACCHAROMYCES CEREVISIAE	389	11590380	no	0		no	0		2014-10-12 00:00:00	2014-10-12 00:00:00	1
JRIY01	PLN	PRJNA260311	SAMN03020237	SACCHAROMYCES CEREVISIAE	403	11647300	no	0		no	0		2014-10-12 00:00:00	2014-10-12 00:00:00	1
JRFW01	BCT	PRJNA212117	SAMN02265443	LISTERIA MONOCYTOGENES	1	2903213	yes	0		no	2796		2014-12-08 00:00:00	2014-09-10 00:00:00	1
JRGB01	BCT	PRJNA260344	SAMN03020300	ESCHERICHIA COLI	387	5279004	no	0		no	0		2014-09-16 00:00:00	2014-09-16 00:00:00	1
JRGC01	BCT	PRJNA260344	SAMN03020301	ESCHERICHIA COLI	397	4951735	no	0		no	0		2014-09-16 00:00:00	2014-09-16 00:00:00	1
JRGM01	BCT	PRJNA260478	SAMN03023876	AEROMONAS SP. AE122	196	4394373	no	0		no	0		2014-12-01 00:00:00	2014-10-08 00:00:00	1
JRGO01	BCT	PRJNA260296	SAMN03019910	BURKHOLDERIA GLADIOLI	110	8526934	yes	109	KN150997:KN151105	no	6873		2015-03-11 00:00:00	2014-09-24 00:00:00	1
JRGY01	BCT	PRJNA260816	SAMN03031339	ENTEROCOCCUS FAECIUM	80	2709941	no	0		no	0		2014-11-25 00:00:00	2014-11-25 00:00:00	1
JREG01	BCT	PRJNA159373	SAMN00996621	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000186	57	4684327	yes	0		no	4267		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JREJ01	BCT	PRJNA159349	SAMN01942238	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000182	81	4734905	yes	0		no	4353		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JREL01	BCT	PRJNA159357	SAMN00862209	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000180	78	4774931	yes	0		no	4397		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JREU01	BCT	PRJNA260375	SAMN03020452	NEISSERIA MENINGITIDIS	2	2198959	yes	0		no	2083		2014-11-17 00:00:00	2014-11-17 00:00:00	1
JRFK01	BCT	PRJNA231856	SAMN03015221	BURKHOLDERIA PSEUDOMALLEI MSHR3709	117	7569293	yes	38	KN323092:KN323129	no	6377		2015-02-24 00:00:00	2014-11-11 00:00:00	1
JRFN01	BCT	PRJNA259681	SAMN02989770	ELIZABETHKINGIA MIRICOLA	75	4578109	yes	0		no	4052		2014-10-27 00:00:00	2014-10-27 00:00:00	1
JRCX01	BCT	PRJNA159321	SAMN01816228	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000230	173	4634548	yes	0		no	3702		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRDC01	BCT	PRJNA159313	SAMN00989081	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000223	62	4648828	yes	0		no	4249		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRDO01	BCT	PRJNA159297	SAMN00862094	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000209	65	4662349	yes	0		no	4274		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRCA01	BCT	PRJNA162839	SAMN01942253	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000961	71	4765671	yes	0		no	4346		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRCB01	BCT	PRJNA162837	SAMN01942254	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000960	60	4765432	yes	0		no	4342		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRCD01	BCT	PRJNA162833	SAMN01942300	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000958	73	4765450	yes	0		no	4343		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRCU01	BCT	PRJNA159323	SAMN01816229	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000233	188	4692946	yes	0		no	3748		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRCV01	BCT	PRJNA159381	SAMN01814046	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN000232	211	4701033	yes	0		no	3507		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JRAJ01	BCT	PRJNA253702	SAMN03002870	PORPHYROMONAS GULAE	26	2442276	yes	0		no	1953		2015-03-09 00:00:00	2014-10-27 00:00:00	1
JRAP01	BCT	PRJNA253609	SAMN03002888	PORPHYROMONAS SP. COT-108 OH2963	21	2179370	yes	0		no	1597		2015-03-09 00:00:00	2014-10-27 00:00:00	1
JRBG01	BCT	PRJNA260227	SAMN03018687	AEROMONAS MEDIA	185	4620096	no	0		no	0		2014-11-18 00:00:00	2014-09-16 00:00:00	1
JRBO01	BCT	PRJNA170559	SAMN01816355	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN001105	731	4710850	yes	0		no	4345		2014-09-05 00:00:00	2014-09-05 00:00:00	1
JQSH01	BCT	PRJNA259636	SAMN03009966	RALSTONIA SOLANACEARUM	181	5254570	yes	0		no	4370		2014-09-09 00:00:00	2014-09-09 00:00:00	1
JQND01	BCT	PRJNA247910	SAMN02786990	LUTEIBACTER SP. 9145	1	4559593	no	0		no	0		2014-08-28 00:00:00	2014-08-28 00:00:00	1
JQNL01	BCT	PRJNA247907	SAMN02786996	LUTEIBACTER SP. 9143	1	4625266	no	0		no	0		2014-08-28 00:00:00	2014-08-28 00:00:00	1
JQNM01	BCT	PRJNA247572	SAMN02787140	RHIZOBIUM SP. YR295	29	6450535	no	0		no	0		2014-08-28 00:00:00	2014-08-28 00:00:00	1
